lr-AdamW,step,train_loss_phi,train_loss_psi,train_loss_omega,train_loss_tau,train_loss_CA:C:1N,train_loss_C:1N:1CA,train_loss,epoch,val_loss_phi,val_loss_psi,val_loss_omega,val_loss_tau,val_loss_CA:C:1N,val_loss_C:1N:1CA,val_loss
,21199,0.23518313467502594,0.3213774859905243,0.05380149558186531,0.036186981946229935,0.020052563399076462,0.024619678035378456,0.11520355939865112,55,,,,,,,
,21279,,,,,,,,55,0.2806118428707123,0.35878995060920715,0.08122482895851135,0.04194306954741478,0.024238796904683113,0.029353823512792587,0.13632000982761383
2.8000000000000003e-06,21280,,,,,,,,,,,,,,,
,21399,0.25816550850868225,0.33747684955596924,0.05779130011796951,0.03718489408493042,0.02325838804244995,0.029714347794651985,0.123931884765625,56,,,,,,,
,21599,0.2949606478214264,0.38327106833457947,0.08110930025577545,0.05483845993876457,0.0388852097094059,0.04258464649319649,0.14927490055561066,56,,,,,,,
,21659,,,,,,,,56,0.2704353630542755,0.3453216254711151,0.07473592460155487,0.03683577850461006,0.02207212522625923,0.02646033652126789,0.1300238072872162
2.8500000000000002e-06,21660,,,,,,,,,,,,,,,
,21799,0.18053080141544342,0.27990034222602844,0.035517677664756775,0.017825735732913017,0.015420117415487766,0.01811297796666622,0.09121794998645782,57,,,,,,,
,21999,0.3573622703552246,0.4037494659423828,0.09616843611001968,0.054367657750844955,0.031435526907444,0.0405861958861351,0.16394492983818054,57,,,,,,,
,22039,,,,,,,,57,0.28109195828437805,0.3532472252845764,0.07907002419233322,0.04037218913435936,0.024345949292182922,0.02885054051876068,0.1349382996559143
2.9e-06,22040,,,,,,,,,,,,,,,
,22199,0.2682630121707916,0.36629754304885864,0.1386202722787857,0.06946656852960587,0.050884753465652466,0.05580989271402359,0.15822367370128632,58,,,,,,,
,22399,0.2964572310447693,0.35163697600364685,0.11451535671949387,0.06290090084075928,0.03403385728597641,0.047837141901254654,0.15123024582862854,58,,,,,,,
,22419,,,,,,,,58,0.2741723358631134,0.345522940158844,0.07803614437580109,0.03867179900407791,0.022698359563946724,0.027614405378699303,0.1305970996618271
2.95e-06,22420,,,,,,,,,,,,,,,
,22599,0.25961193442344666,0.35373207926750183,0.11816751211881638,0.06950011104345322,0.051593661308288574,0.053567733615636826,0.1510288417339325,59,,,,,,,
,22799,0.29584231972694397,0.3866790235042572,0.08532659709453583,0.040308110415935516,0.027685079723596573,0.034987032413482666,0.14513802528381348,59,,,,,,,
,22799,,,,,,,,59,0.26713570952415466,0.3469863533973694,0.07593004405498505,0.039153143763542175,0.023040980100631714,0.02881968952715397,0.13066443800926208
3e-06,22800,,,,,,,,,,,,,,,
,22999,0.34566453099250793,0.3801741600036621,0.1768064647912979,0.08295424282550812,0.05932840332388878,0.07166871428489685,0.18609943985939026,60,,,,,,,
,23179,,,,,,,,60,0.2647768259048462,0.34126386046409607,0.06476446986198425,0.030082935467362404,0.016755955293774605,0.02077152393758297,0.12345337867736816
3.05e-06,23180,,,,,,,,,,,,,,,
,23199,0.2607528865337372,0.3286787271499634,0.04845689982175827,0.034861285239458084,0.020607562735676765,0.023855620995163918,0.11953549832105637,61,,,,,,,
,23399,0.32578209042549133,0.38801175355911255,0.10302740335464478,0.05090666934847832,0.029456980526447296,0.04197218641638756,0.15652617812156677,61,,,,,,,
,23559,,,,,,,,61,0.27659308910369873,0.35141119360923767,0.07960720360279083,0.0401984266936779,0.023130763322114944,0.027984777465462685,0.13358138501644135
3.1e-06,23560,,,,,,,,,,,,,,,
,23599,0.30126136541366577,0.36059653759002686,0.09995924681425095,0.07393999397754669,0.037937283515930176,0.04582939296960831,0.153253972530365,62,,,,,,,
,23799,0.2972317934036255,0.36471816897392273,0.07674415409564972,0.026588434353470802,0.01968284323811531,0.023585187271237373,0.13475844264030457,62,,,,,,,
,23939,,,,,,,,62,0.27280452847480774,0.3458893597126007,0.07194429636001587,0.033586420118808746,0.01888265646994114,0.023262161761522293,0.12862960994243622
3.1500000000000003e-06,23940,,,,,,,,,,,,,,,
,23999,0.3500245213508606,0.4091412127017975,0.17941607534885406,0.09372276067733765,0.06855461746454239,0.08604537695646286,0.19781742990016937,63,,,,,,,
,24199,0.2935393750667572,0.3785167932510376,0.07231610268354416,0.03436356782913208,0.028498714789748192,0.029089171439409256,0.13938729465007782,63,,,,,,,
,24319,,,,,,,,63,0.27853384613990784,0.35462164878845215,0.07934019714593887,0.041649557650089264,0.022340092808008194,0.028354456648230553,0.1363428831100464
3.2000000000000003e-06,24320,,,,,,,,,,,,,,,
,24399,0.3308667242527008,0.40282100439071655,0.15717999637126923,0.09663013368844986,0.05776212364435196,0.06995917111635208,0.18586985766887665,64,,,,,,,
,24599,0.282387912273407,0.34224867820739746,0.04979553818702698,0.02329447492957115,0.017409969121217728,0.018823355436325073,0.12232666462659836,64,,,,,,,
,24699,,,,,,,,64,0.26150453090667725,0.33405566215515137,0.07710903882980347,0.03966217488050461,0.021880965679883957,0.027947109192609787,0.12862831354141235
3.2500000000000002e-06,24700,,,,,,,,,,,,,,,
,24799,0.2106667309999466,0.3069441616535187,0.06226459890604019,0.027917299419641495,0.0220160074532032,0.022273249924182892,0.10868033766746521,65,,,,,,,
,24999,0.21710772812366486,0.3097492754459381,0.036946699023246765,0.03367486596107483,0.015456735156476498,0.02015504613518715,0.10551505535840988,65,,,,,,,
,25079,,,,,,,,65,0.2692716419696808,0.34379690885543823,0.0762096494436264,0.03793352469801903,0.02086143009364605,0.025980263948440552,0.130976602435112
3.3e-06,25080,,,,,,,,,,,,,,,
,25199,0.2405974119901657,0.3281072974205017,0.06510388851165771,0.031560562551021576,0.022030498832464218,0.022335082292556763,0.11828911304473877,66,,,,,,,
,25399,0.3452056646347046,0.3941124975681305,0.12111782282590866,0.08559922128915787,0.06682898849248886,0.0728759765625,0.18095670640468597,66,,,,,,,
,25459,,,,,,,,66,0.2710190713405609,0.3419755697250366,0.07553922384977341,0.03704967349767685,0.020362963899970055,0.025316817685961723,0.12887589633464813
3.3500000000000005e-06,25460,,,,,,,,,,,,,,,
,25599,0.2727334797382355,0.3577042520046234,0.09577366709709167,0.06577052175998688,0.04622286930680275,0.05014811083674431,0.14805881679058075,67,,,,,,,
,25799,0.2737194895744324,0.3273017108440399,0.052704934030771255,0.028784584254026413,0.01913341134786606,0.02133503183722496,0.12049652636051178,67,,,,,,,
,25839,,,,,,,,67,0.2741551101207733,0.3456427752971649,0.07290268689393997,0.0345313586294651,0.019037345424294472,0.023063478991389275,0.12857946753501892
3.4000000000000005e-06,25840,,,,,,,,,,,,,,,
,25999,0.3051866888999939,0.4013584852218628,0.08198133856058121,0.05798792839050293,0.025351550430059433,0.032140083611011505,0.15066766738891602,68,,,,,,,
,26199,0.3099238872528076,0.3809097111225128,0.0552932508289814,0.0331486277282238,0.02125897817313671,0.021389717236161232,0.1369873732328415,68,,,,,,,
,26219,,,,,,,,68,0.27557915449142456,0.3471001088619232,0.07231207191944122,0.03516966104507446,0.019365593791007996,0.023846736177802086,0.13012632727622986
3.4500000000000004e-06,26220,,,,,,,,,,,,,,,
,26399,0.3376130163669586,0.3920280933380127,0.09402019530534744,0.05402223765850067,0.03254036232829094,0.036743562668561935,0.15782791376113892,69,,,,,,,
,26599,0.1767505407333374,0.2752416431903839,0.038286253809928894,0.016611995175480843,0.015774065628647804,0.016926370561122894,0.08993181586265564,69,,,,,,,
,26599,,,,,,,,69,0.27386465668678284,0.3469108045101166,0.08250906318426132,0.04188869521021843,0.023424604907631874,0.029060915112495422,0.13322609663009644
3.5000000000000004e-06,26600,,,,,,,,,,,,,,,
,26799,0.36436837911605835,0.4131142795085907,0.08760029077529907,0.04418544843792915,0.02603728696703911,0.029524443671107292,0.16080503165721893,70,,,,,,,
,26979,,,,,,,,70,0.2790173590183258,0.34968137741088867,0.08062733709812164,0.03883253037929535,0.021291492506861687,0.026673056185245514,0.13061460852622986
3.55e-06,26980,,,,,,,,,,,,,,,
,26999,0.32884424924850464,0.4137636423110962,0.11610569059848785,0.06479276716709137,0.057452600449323654,0.06327071040868759,0.17403827607631683,71,,,,,,,
,27199,0.23362447321414948,0.3061363697052002,0.0667949989438057,0.025312146171927452,0.019503898918628693,0.01994635909795761,0.11188638210296631,71,,,,,,,
,27359,,,,,,,,71,0.2884848415851593,0.35414573550224304,0.08572694659233093,0.044113289564847946,0.023813972249627113,0.030355436727404594,0.13740000128746033
3.6e-06,27360,,,,,,,,,,,,,,,
,27399,0.3274955749511719,0.3756569027900696,0.11593301594257355,0.0550772063434124,0.03242028132081032,0.036023423075675964,0.1571010798215866,72,,,,,,,
,27599,0.3653053045272827,0.39745965600013733,0.07528670877218246,0.051599979400634766,0.027228115126490593,0.031887006014585495,0.1581278145313263,72,,,,,,,
,27739,,,,,,,,72,0.28268134593963623,0.3554278016090393,0.08974921703338623,0.04961604252457619,0.02730668894946575,0.03475714102387428,0.1403563916683197
3.6499999999999998e-06,27740,,,,,,,,,,,,,,,
,27799,0.17823432385921478,0.25627726316452026,0.0453282967209816,0.033253733068704605,0.024089721962809563,0.03086242265999317,0.09467430412769318,73,,,,,,,
,27999,0.28738778829574585,0.33469319343566895,0.12255650758743286,0.08158344775438309,0.05457538366317749,0.06346413493156433,0.1573767513036728,73,,,,,,,
,28119,,,,,,,,73,0.279978483915329,0.347842276096344,0.08132132142782211,0.04284319654107094,0.022577323019504547,0.028696618974208832,0.13479158282279968
3.7e-06,28120,,,,,,,,,,,,,,,
,28199,0.1740715503692627,0.272423654794693,0.02266606129705906,0.01706758886575699,0.011220965534448624,0.012609683908522129,0.08500991761684418,74,,,,,,,
,28399,0.2511860132217407,0.34891656041145325,0.09324685484170914,0.08007543534040451,0.0640062689781189,0.07056968659162521,0.15133348107337952,74,,,,,,,
,28499,,,,,,,,74,0.264009028673172,0.33854836225509644,0.07553283870220184,0.037552621215581894,0.019995279610157013,0.025307387113571167,0.12586724758148193
3.75e-06,28500,,,,,,,,,,,,,,,
,28599,0.3727206885814667,0.42643842101097107,0.13198517262935638,0.08277128636837006,0.06145254522562027,0.06261585652828217,0.18966399133205414,75,,,,,,,
,28799,0.21417877078056335,0.31523510813713074,0.0314277783036232,0.014264843426644802,0.013705375604331493,0.014170159585773945,0.10049700736999512,75,,,,,,,
,28879,,,,,,,,75,0.27486515045166016,0.343698650598526,0.07618745416402817,0.03687574714422226,0.019005127251148224,0.023967698216438293,0.12883737683296204
3.8e-06,28880,,,,,,,,,,,,,,,
,28999,0.2888970673084259,0.3722953200340271,0.1091359555721283,0.08652234822511673,0.05146162956953049,0.05818314105272293,0.16108259558677673,76,,,,,,,
,29199,0.26733484864234924,0.3100186884403229,0.05804479122161865,0.03189942240715027,0.01937573403120041,0.021638359874486923,0.11805199086666107,76,,,,,,,
,29259,,,,,,,,76,0.27449801564216614,0.34531527757644653,0.07730540633201599,0.04027411341667175,0.02216050960123539,0.027180608361959457,0.13147348165512085
3.85e-06,29260,,,,,,,,,,,,,,,
,29399,0.3503861129283905,0.4123212695121765,0.1507408320903778,0.11548864096403122,0.07003476470708847,0.09097190201282501,0.19832393527030945,77,,,,,,,
,29599,0.27728044986724854,0.32718968391418457,0.0529993399977684,0.030181599780917168,0.01950317621231079,0.026013672351837158,0.12219466269016266,77,,,,,,,
,29639,,,,,,,,77,0.26484543085098267,0.3394438922405243,0.07348059117794037,0.0367329902946949,0.018606562167406082,0.02415071614086628,0.12687677145004272
3.9e-06,29640,,,,,,,,,,,,,,,
,29799,0.28944912552833557,0.36260050535202026,0.0715874582529068,0.030410798266530037,0.021982628852128983,0.027291428297758102,0.13388699293136597,78,,,,,,,
,29999,0.31299689412117004,0.37992367148399353,0.08343546837568283,0.038592446595430374,0.022563407197594643,0.0286390520632267,0.14435848593711853,78,,,,,,,
,30019,,,,,,,,78,0.268050879240036,0.343555212020874,0.0732269361615181,0.03590566664934158,0.018547000363469124,0.023776916787028313,0.12685272097587585
3.95e-06,30020,,,,,,,,,,,,,,,
,30199,0.20822939276695251,0.280263215303421,0.0716794803738594,0.03369586169719696,0.02609821781516075,0.028754709288477898,0.1081201583147049,79,,,,,,,
,30399,0.2649981677532196,0.36696290969848633,0.06542126834392548,0.057526636868715286,0.021328875795006752,0.02490704320371151,0.13352416455745697,79,,,,,,,
,30399,,,,,,,,79,0.2743627727031708,0.34312793612480164,0.0807262510061264,0.041904646903276443,0.021926483139395714,0.027873622253537178,0.13108552992343903
4.000000000000001e-06,30400,,,,,,,,,,,,,,,
,30599,0.31272032856941223,0.36537206172943115,0.0951484814286232,0.05341165140271187,0.031687043607234955,0.03408541530370712,0.14873751997947693,80,,,,,,,
,30779,,,,,,,,80,0.26722052693367004,0.3392906188964844,0.0730467215180397,0.03587633743882179,0.01816297508776188,0.02303439751267433,0.12560050189495087
4.05e-06,30780,,,,,,,,,,,,,,,
,30799,0.33039820194244385,0.3989296853542328,0.10601753741502762,0.047032009810209274,0.031387533992528915,0.03887392207980156,0.15877315402030945,81,,,,,,,
,30999,0.34841760993003845,0.3915444016456604,0.08533288538455963,0.04011496156454086,0.026116209104657173,0.03469545766711235,0.1543702483177185,81,,,,,,,
,31159,,,,,,,,81,0.27248650789260864,0.34471914172172546,0.07657413184642792,0.037757568061351776,0.019816230982542038,0.025205403566360474,0.12981832027435303
4.1000000000000006e-06,31160,,,,,,,,,,,,,,,
,31199,0.31269150972366333,0.37070637941360474,0.12140211462974548,0.07577124983072281,0.040353432297706604,0.0536620207130909,0.16243112087249756,82,,,,,,,
,31399,0.2550431787967682,0.3286632001399994,0.08897042274475098,0.06011825427412987,0.03410658612847328,0.04094630852341652,0.13464131951332092,82,,,,,,,
,31539,,,,,,,,82,0.2706589996814728,0.3355185389518738,0.07379942387342453,0.036012452095746994,0.018413260579109192,0.02375843934714794,0.1276940256357193
4.15e-06,31540,,,,,,,,,,,,,,,
,31599,0.2442072629928589,0.33646073937416077,0.05235612764954567,0.01805805042386055,0.013353003188967705,0.015164324082434177,0.11326658725738525,83,,,,,,,
,31799,0.24734416604042053,0.36200299859046936,0.111350879073143,0.05378694087266922,0.03771494701504707,0.0530112087726593,0.1442018747329712,83,,,,,,,
,31919,,,,,,,,83,0.2731732726097107,0.3375988304615021,0.07580353319644928,0.03655446693301201,0.018757198005914688,0.024134015664458275,0.13031147420406342
4.2000000000000004e-06,31920,,,,,,,,,,,,,,,
,31999,0.26199033856391907,0.32637977600097656,0.049258504062891006,0.02519158646464348,0.014711444266140461,0.017719415947794914,0.11587517708539963,84,,,,,,,
,32199,0.3116644322872162,0.381136417388916,0.13809826970100403,0.09224367886781693,0.04345317184925079,0.05916086211800575,0.17095947265625,84,,,,,,,
,32299,,,,,,,,84,0.2682104706764221,0.3377234935760498,0.073705293238163,0.03548794612288475,0.0178522951900959,0.02353079989552498,0.126156285405159
4.250000000000001e-06,32300,,,,,,,,,,,,,,,
,32399,0.27076467871665955,0.3318757712841034,0.07234392315149307,0.02846704237163067,0.02193371020257473,0.021497631445527077,0.12448045611381531,85,,,,,,,
,32599,0.248048797249794,0.33531853556632996,0.08685503154993057,0.024728508666157722,0.02091888152062893,0.024790199473500252,0.12344332784414291,85,,,,,,,
,32679,,,,,,,,85,0.27497589588165283,0.3452860713005066,0.08145391941070557,0.03988717123866081,0.020066916942596436,0.026103820651769638,0.13196325302124023
4.2999999999999995e-06,32680,,,,,,,,,,,,,,,
,32799,0.31785592436790466,0.36393144726753235,0.0506494976580143,0.04209974780678749,0.018186911940574646,0.025059154257178307,0.1362971067428589,86,,,,,,,
,32999,0.2841324508190155,0.3633374273777008,0.13377705216407776,0.05866646394133568,0.04732533544301987,0.055694352835416794,0.15715551376342773,86,,,,,,,
,33059,,,,,,,,86,0.2680218815803528,0.3416406810283661,0.07506434619426727,0.03756468743085861,0.019047286361455917,0.02485203742980957,0.128077432513237
4.35e-06,33060,,,,,,,,,,,,,,,
,33199,0.27855587005615234,0.3410346508026123,0.12926463782787323,0.07427683472633362,0.04950980842113495,0.059849075973033905,0.1554151475429535,87,,,,,,,
,33399,0.2895546555519104,0.34423497319221497,0.06853195279836655,0.029462024569511414,0.027393465861678123,0.028391005471348763,0.13126134872436523,87,,,,,,,
,33439,,,,,,,,87,0.2787266671657562,0.34670963883399963,0.07839588075876236,0.03902549669146538,0.01948079653084278,0.025323890149593353,0.13257043063640594
4.4e-06,33440,,,,,,,,,,,,,,,
,33599,0.3150627315044403,0.36506515741348267,0.0781765952706337,0.040535975247621536,0.024823060259222984,0.030618373304605484,0.14238032698631287,88,,,,,,,
,33799,0.2776288092136383,0.38706135749816895,0.13479843735694885,0.07334752380847931,0.0494689904153347,0.058309875428676605,0.16343584656715393,88,,,,,,,
,33819,,,,,,,,88,0.2537508010864258,0.3237941563129425,0.06719597429037094,0.031769149005413055,0.015816466882824898,0.020645035430788994,0.12048282474279404
4.45e-06,33820,,,,,,,,,,,,,,,
,33999,0.3736225664615631,0.4432162344455719,0.1109178364276886,0.06734196096658707,0.033326100558042526,0.0421147421002388,0.17842325568199158,89,,,,,,,
,34199,0.21243146061897278,0.28508323431015015,0.06161138042807579,0.045150719583034515,0.022197412326931953,0.03208427131175995,0.10975974798202515,89,,,,,,,
,34199,,,,,,,,89,0.2692696154117584,0.3334951400756836,0.07548607885837555,0.03604402765631676,0.017276419326663017,0.022877540439367294,0.12672117352485657
4.5e-06,34200,,,,,,,,,,,,,,,
,34399,0.27145490050315857,0.34683457016944885,0.12217051535844803,0.06203075870871544,0.04768407344818115,0.05179963633418083,0.1503290832042694,90,,,,,,,
,34579,,,,,,,,90,0.2715061902999878,0.3368217945098877,0.08324860036373138,0.04206603020429611,0.020309362560510635,0.026957793161273003,0.13265730440616608
4.5500000000000005e-06,34580,,,,,,,,,,,,,,,
,34599,0.17289580404758453,0.2709334194660187,0.027171609923243523,0.014769385568797588,0.010047316551208496,0.011888607405126095,0.08461768925189972,91,,,,,,,
,34799,0.1968483030796051,0.2713415324687958,0.060042854398489,0.019421933218836784,0.013970598578453064,0.018492965027689934,0.09668636322021484,91,,,,,,,
,34959,,,,,,,,91,0.2686004638671875,0.34014061093330383,0.07268022000789642,0.034893229603767395,0.016471676528453827,0.021854933351278305,0.12498220801353455
4.6e-06,34960,,,,,,,,,,,,,,,
,34999,0.2529052197933197,0.32446759939193726,0.07773146778345108,0.03170958533883095,0.018755417317152023,0.023655179888010025,0.12153740972280502,92,,,,,,,
,35199,0.2560967206954956,0.3561348617076874,0.0679168775677681,0.03742930293083191,0.018292393535375595,0.02049616165459156,0.1260610669851303,92,,,,,,,
,35339,,,,,,,,92,0.2608969509601593,0.32659727334976196,0.07358476519584656,0.03687254711985588,0.018844619393348694,0.024500859901309013,0.12432399392127991
4.65e-06,35340,,,,,,,,,,,,,,,
,35399,0.26980099081993103,0.335851788520813,0.031597696244716644,0.02178199216723442,0.013115817680954933,0.016357099637389183,0.11475090682506561,93,,,,,,,
,35599,0.3149338960647583,0.3550098240375519,0.07760760188102722,0.029962509870529175,0.01629837043583393,0.022906551137566566,0.1361197978258133,93,,,,,,,
,35719,,,,,,,,93,0.26190635561943054,0.3323346972465515,0.06774594634771347,0.03233698382973671,0.01691346988081932,0.021364139392971992,0.12201788276433945
4.7e-06,35720,,,,,,,,,,,,,,,
,35799,0.26675206422805786,0.34498801827430725,0.07942596077919006,0.04789769649505615,0.03176836296916008,0.040998730808496475,0.13530513644218445,94,,,,,,,
,35999,0.22259245812892914,0.3033100366592407,0.04811311513185501,0.01568429358303547,0.013367446139454842,0.014451494440436363,0.1029198095202446,94,,,,,,,
,36099,,,,,,,,94,0.27127036452293396,0.33814537525177,0.07244136184453964,0.03499739617109299,0.017976436764001846,0.023266887292265892,0.1269315928220749
4.75e-06,36100,,,,,,,,,,,,,,,
,36199,0.21766650676727295,0.3056947588920593,0.0891927182674408,0.04333021864295006,0.032348502427339554,0.037277329713106155,0.12091834843158722,95,,,,,,,
,36399,0.3366864323616028,0.4291594922542572,0.1543285995721817,0.11474607139825821,0.07164827734231949,0.0963340476155281,0.20048382878303528,95,,,,,,,
,36479,,,,,,,,95,0.27480897307395935,0.3401416540145874,0.07768016308546066,0.03917233645915985,0.020031657069921494,0.025531690567731857,0.12975025177001953
4.800000000000001e-06,36480,,,,,,,,,,,,,,,
,36599,0.25412043929100037,0.3290804624557495,0.06917937844991684,0.04702452942728996,0.030418597161769867,0.04020041972398758,0.1283373087644577,96,,,,,,,
,36799,0.18581658601760864,0.29442521929740906,0.0568062923848629,0.015121657401323318,0.014251181855797768,0.016053490340709686,0.0970790833234787,96,,,,,,,
,36859,,,,,,,,96,0.26590651273727417,0.3316117823123932,0.07446245849132538,0.03583618625998497,0.018077705055475235,0.02328752912580967,0.12627078592777252
4.85e-06,36860,,,,,,,,,,,,,,,
,36999,0.2531164586544037,0.3386588394641876,0.09052544087171555,0.06520147621631622,0.031405963003635406,0.03678468242287636,0.1359488070011139,97,,,,,,,
,37199,0.328482985496521,0.374965637922287,0.07351838797330856,0.04671291634440422,0.02353232353925705,0.03103713132441044,0.14637491106987,97,,,,,,,
,37239,,,,,,,,97,0.26758068799972534,0.3351058065891266,0.07686764001846313,0.037676189094781876,0.01874510943889618,0.02488425374031067,0.12795501947402954
4.9000000000000005e-06,37240,,,,,,,,,,,,,,,
,37399,0.29539671540260315,0.3472203314304352,0.09180039912462234,0.02702448144555092,0.02000710740685463,0.021705353632569313,0.1338590681552887,98,,,,,,,
,37599,0.3251330554485321,0.3853547275066376,0.09921746701002121,0.06795932352542877,0.02948865480720997,0.03907628357410431,0.1577049195766449,98,,,,,,,
,37619,,,,,,,,98,0.27205368876457214,0.33726766705513,0.08178533613681793,0.04107223451137543,0.02085152268409729,0.026680829003453255,0.13138017058372498
4.950000000000001e-06,37620,,,,,,,,,,,,,,,
,37799,0.3066655993461609,0.3760245740413666,0.16162331402301788,0.12234978377819061,0.07794956862926483,0.10249125212430954,0.19118402898311615,99,,,,,,,
,37999,0.2689315974712372,0.3487333357334137,0.10388360917568207,0.048904240131378174,0.03326761722564697,0.03376365453004837,0.13958068192005157,99,,,,,,,
,37999,,,,,,,,99,0.2679104506969452,0.3346319794654846,0.07540662586688995,0.036995891481637955,0.01809093914926052,0.02395109459757805,0.12611505389213562
5e-06,38000,,,,,,,,,,,,,,,
,38199,0.22834910452365875,0.29297056794166565,0.08280262351036072,0.03643787279725075,0.018479647114872932,0.023774439468979836,0.11380237340927124,100,,,,,,,
,38379,,,,,,,,100,0.26162317395210266,0.32748329639434814,0.07027628272771835,0.034234534949064255,0.016693782061338425,0.022284844890236855,0.12305757403373718
5.050000000000001e-06,38380,,,,,,,,,,,,,,,
,38399,0.27702081203460693,0.3461095988750458,0.03990449011325836,0.026182420551776886,0.013397413305938244,0.01607462950050831,0.11978155374526978,101,,,,,,,
,38599,0.280393123626709,0.3703991174697876,0.07443496584892273,0.048808030784130096,0.019578944891691208,0.024503372609615326,0.13635292649269104,101,,,,,,,
,38759,,,,,,,,101,0.2610929608345032,0.3276737928390503,0.06861387193202972,0.0328134223818779,0.015811651945114136,0.020678583532571793,0.12337289750576019
5.1e-06,38760,,,,,,,,,,,,,,,
,38799,0.23928965628147125,0.3035120368003845,0.04900671914219856,0.017569322139024734,0.014262396842241287,0.016311712563037872,0.10665865242481232,102,,,,,,,
,38999,0.31990647315979004,0.41723567247390747,0.13421127200126648,0.0818544551730156,0.05213519185781479,0.07894892990589142,0.18071535229682922,102,,,,,,,
,39139,,,,,,,,102,0.26779627799987793,0.33520936965942383,0.0788935124874115,0.040280431509017944,0.019055480137467384,0.025592874735593796,0.12767894566059113
5.15e-06,39140,,,,,,,,,,,,,,,
,39199,0.27462586760520935,0.36446884274482727,0.047958433628082275,0.018515411764383316,0.013555556535720825,0.014493066817522049,0.12226953357458115,103,,,,,,,
,39399,0.27995458245277405,0.3632994294166565,0.04275542125105858,0.017490075901150703,0.01333703100681305,0.015072043985128403,0.12198477238416672,103,,,,,,,
,39519,,,,,,,,103,0.26118573546409607,0.32872074842453003,0.07028920203447342,0.0340239517390728,0.017602145671844482,0.022745292633771896,0.12114302068948746
5.2e-06,39520,,,,,,,,,,,,,,,
,39599,0.23300208151340485,0.3118065595626831,0.1187402755022049,0.07025415450334549,0.03757181391119957,0.04744464159011841,0.13646993041038513,104,,,,,,,
,39799,0.2940475344657898,0.36099299788475037,0.08628962934017181,0.04639068618416786,0.026820695027709007,0.03684496879577637,0.1418977528810501,104,,,,,,,
,39899,,,,,,,,104,0.2691958248615265,0.33574262261390686,0.07504015415906906,0.036119915544986725,0.01734188012778759,0.022757351398468018,0.12738154828548431
5.25e-06,39900,,,,,,,,,,,,,,,
,39999,0.3139112591743469,0.377204030752182,0.05818348750472069,0.020457834005355835,0.012425274588167667,0.015420914627611637,0.13293379545211792,105,,,,,,,
,40199,0.20407655835151672,0.25453054904937744,0.057988278567790985,0.025168724358081818,0.018614623695611954,0.0223386250436306,0.09711956232786179,105,,,,,,,
,40279,,,,,,,,105,0.26021653413772583,0.32740554213523865,0.06852873414754868,0.03138550743460655,0.015921184793114662,0.02024296671152115,0.12160556018352509
5.3e-06,40280,,,,,,,,,,,,,,,
,40399,0.2941427528858185,0.346270889043808,0.06143590435385704,0.023092975839972496,0.014977478422224522,0.018581291660666466,0.1264168918132782,106,,,,,,,
,40599,0.2331579029560089,0.3121323585510254,0.0406222939491272,0.021108530461788177,0.013436747714877129,0.014025279320776463,0.10574718564748764,106,,,,,,,
,40659,,,,,,,,106,0.2742586135864258,0.34465280175209045,0.08361532539129257,0.04240232706069946,0.02015942521393299,0.027010470628738403,0.1336975246667862
5.3500000000000004e-06,40660,,,,,,,,,,,,,,,
,40799,0.2607628405094147,0.33408287167549133,0.11474229395389557,0.10712029784917831,0.055349063128232956,0.0736457109451294,0.15761718153953552,107,,,,,,,
,40999,0.23984846472740173,0.31129348278045654,0.07653285562992096,0.033564575016498566,0.024572934955358505,0.02447200007736683,0.11838071793317795,107,,,,,,,
,41039,,,,,,,,107,0.2540397644042969,0.3250454068183899,0.06908116489648819,0.03372054919600487,0.016260182484984398,0.021214747801423073,0.11913851648569107
5.4e-06,41040,,,,,,,,,,,,,,,
,41199,0.3223405182361603,0.3715498149394989,0.029627740383148193,0.024127084761857986,0.013417121954262257,0.014052328653633595,0.1291857659816742,108,,,,,,,
,41399,0.3266153335571289,0.3754049837589264,0.09909519553184509,0.05370315909385681,0.03572138771414757,0.04297862574458122,0.15558645129203796,108,,,,,,,
,41419,,,,,,,,108,0.2551106810569763,0.3258117139339447,0.06776698678731918,0.03229806199669838,0.016151774674654007,0.02058139629662037,0.12102977186441422
5.45e-06,41420,,,,,,,,,,,,,,,
,41599,0.23843829333782196,0.32793909311294556,0.07314102351665497,0.028321128338575363,0.014618296176195145,0.017776228487491608,0.11670567840337753,109,,,,,,,
,41799,0.24041078984737396,0.32979050278663635,0.05873158946633339,0.027347249910235405,0.012267273850739002,0.01659710519015789,0.11419074982404709,109,,,,,,,
,41799,,,,,,,,109,0.26041144132614136,0.3241746127605438,0.07276478409767151,0.035685498267412186,0.017339631915092468,0.022197499871253967,0.122727170586586
5.500000000000001e-06,41800,,,,,,,,,,,,,,,
,41999,0.17796269059181213,0.23315979540348053,0.049589093774557114,0.05021053925156593,0.024690518155694008,0.028779273852705956,0.09406532347202301,110,,,,,,,
,42179,,,,,,,,110,0.26175057888031006,0.3286669850349426,0.07059064507484436,0.03325362130999565,0.01601458713412285,0.020913459360599518,0.12175732851028442
5.55e-06,42180,,,,,,,,,,,,,,,
,42199,0.19549919664859772,0.3201677203178406,0.04525158554315567,0.014230567961931229,0.017470182850956917,0.018253235146403313,0.10181208699941635,111,,,,,,,
,42399,0.24531418085098267,0.3310355842113495,0.06448161602020264,0.02253422699868679,0.01773989014327526,0.020549125969409943,0.11694245040416718,111,,,,,,,
